author,author_id,date,rating,rating_text,text,title,url,variation,verified,vine,asin
Kristen J.,/gp/profile/amzn1.account.AHV65PCOHO47JKWIJE6QIFYG73EQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on March 23, 2016",5.0,5.0 out of 5 stars,"Bibs are so cute! Giving to my baby girl in her Easter basket so we haven't used them yet, but they seem to be great quality!",but they seem to be great quality!,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_77?ie=UTF8&pageNumber=77,N/A,1,0,B010J7ZW88
Amazon Customer,/gp/profile/amzn1.account.AFCPE6RCWLGI6G2FDMJQFSTJZEEQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on February 4, 2017",5.0,5.0 out of 5 stars,So adorable! Beautifully made. Perfect!,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_77?ie=UTF8&pageNumber=77,N/A,1,0,B010J7ZW88
Kristin B.,/gp/profile/amzn1.account.AHZ5QK5YGIJUWC5KBRZUPNW2EEIQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on July 7, 2016",5.0,5.0 out of 5 stars,Nice quality. Very absorbent. I like that they have two snaps on the back to adjust based on baby size.,Nice quality. Very absorbent,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_77?ie=UTF8&pageNumber=77,N/A,1,0,B010J7ZW88
Scott Anderson,/gp/profile/amzn1.account.AEJ2KUX764ZP7S2WGGHCURUCEHSQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on March 20, 2016",5.0,5.0 out of 5 stars,I was very satisfied with this product.,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_77?ie=UTF8&pageNumber=77,N/A,1,0,B010J7ZW88
Michelle Brigman,/gp/profile/amzn1.account.AEW2JDJFERC45IHXUYZCXTT52K7Q/ref=cm_cr_arp_d_pdp?ie=UTF8,"on February 10, 2016",5.0,5.0 out of 5 stars,Sooo soft and great quality!  Can't wait to use!,Love!!,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_77?ie=UTF8&pageNumber=77,N/A,1,0,B010J7ZW88
Ashley Barber,/gp/profile/amzn1.account.AEXEWV3BPMYMEMGO6U2NLIXFUASQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on April 7, 2016",5.0,5.0 out of 5 stars,Adorable! A great baby shower gift!,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_77?ie=UTF8&pageNumber=77,N/A,1,0,B010J7ZW88
Anh S,/gp/profile/amzn1.account.AEWEU3TTIQCACAE7I5F5UWDAQNOA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on April 6, 2016",4.0,4.0 out of 5 stars,I love the product !!! My daughter looks so cute in them and they are easy to clean !!,Stylish and washable,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_77?ie=UTF8&pageNumber=77,N/A,1,0,B010J7ZW88
nachette hadden,/gp/profile/amzn1.account.AE4C7JENXHPT2UWDMKQCPAOCGKCA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on May 2, 2016",5.0,5.0 out of 5 stars,Excellent quality,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_77?ie=UTF8&pageNumber=77,N/A,1,0,B010J7ZW88
Amazon Customer,/gp/profile/amzn1.account.AH32BSB6L6DQBRFLDPDJOTPVE63A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on October 23, 2015",5.0,5.0 out of 5 stars,Loved them! Ordered more from Copper Pearl!,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_89?ie=UTF8&pageNumber=89,N/A,1,0,B010J7ZW88
Cristie Beauford,/gp/profile/amzn1.account.AG7L5DO3RNYPWX7WARHI6VUEGTWQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on February 3, 2016",5.0,5.0 out of 5 stars,"Wouldn't change a thing, cute and work great!",Great product,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_89?ie=UTF8&pageNumber=89,N/A,1,0,B010J7ZW88
cheryl middleton,/gp/profile/amzn1.account.AFHWBP63DC5CUQODGG2KFA3I5QVQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on December 12, 2015",5.0,5.0 out of 5 stars,These are the best ever! Cute and totally functional!!,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_89?ie=UTF8&pageNumber=89,N/A,1,0,B010J7ZW88
Katie,/gp/profile/amzn1.account.AGRO7SLSMEG2FI2SPVWVCYBG3ZPA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on July 18, 2016",5.0,5.0 out of 5 stars,"Great product. Way more absorbent then regular bibs, and super cute!",Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_89?ie=UTF8&pageNumber=89,N/A,1,0,B010J7ZW88
Patricia N.,/gp/profile/amzn1.account.AH7D2USABMKLSZSD5DKS5NTRYSOQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on August 9, 2016",5.0,5.0 out of 5 stars,Soft and keeps the baby dry.,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_89?ie=UTF8&pageNumber=89,N/A,1,0,B010J7ZW88
consumer,/gp/profile/amzn1.account.AFWS22B3FBJI533XMCBU2A47FLMQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on March 19, 2016",5.0,5.0 out of 5 stars,"Bibs are comfortable, good quality and soft",Great bibs,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_89?ie=UTF8&pageNumber=89,N/A,1,0,B010J7ZW88
Chelsea,/gp/profile/amzn1.account.AHFQ4HVH6THCJ6XJRSV54HUFKTNQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on October 28, 2015",5.0,5.0 out of 5 stars,Definitely worth the money. Absolutely adorable. Fits perfect on my 6 month old.,Absolutely adorable. Fits perfect on my 6 month old,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_89?ie=UTF8&pageNumber=89,N/A,1,0,B010J7ZW88
Amazon Customer,/gp/profile/amzn1.account.AGOVGKTD22YONDBY66OD6IS5Y27A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on September 29, 2016",5.0,5.0 out of 5 stars,So soft and super adorable,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_89?ie=UTF8&pageNumber=89,N/A,1,0,B010J7ZW88
Lindsey Foley,/gp/profile/amzn1.account.AECCNVP7AHUITH46NEK6EFNFKHHQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on November 4, 2015",5.0,5.0 out of 5 stars,A must buy!! Super cute and extremely soft!,Super cute and extremely soft,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_89?ie=UTF8&pageNumber=89,N/A,1,0,B010J7ZW88
Amazon Customer,/gp/profile/amzn1.account.AEW5PJ57SKNPNYAQNVBXQJ7XQF4A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on October 28, 2015",5.0,5.0 out of 5 stars,My wife and daughter love the designs!,Happy daughter...,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_89?ie=UTF8&pageNumber=89,N/A,1,0,B010J7ZW88
Amazon Customer,/gp/profile/amzn1.account.AGLCBSGQTMV2LT3BZGUX2H5CORLQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on November 2, 2015",5.0,5.0 out of 5 stars,"Very stylish, super soft bandana bibs. My baby girl is very drool since she is teething and these keep her dry.",Great bibs,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_90?ie=UTF8&pageNumber=90,N/A,1,0,B010J7ZW88
Clara C.,/gp/profile/amzn1.account.AGA2R37M6RHCDCBDHNLPOHO4KOTQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on March 2, 2016",5.0,5.0 out of 5 stars,Very cute bibs and great customer service!,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_90?ie=UTF8&pageNumber=90,N/A,1,0,B010J7ZW88
Corey Bettis,/gp/profile/amzn1.account.AHM5XHY42D627QFWHJP5TETOVJMQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on November 24, 2015",5.0,5.0 out of 5 stars,"Great quality, wife loves them",Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_90?ie=UTF8&pageNumber=90,N/A,1,0,B010J7ZW88
bargainmama,/gp/profile/amzn1.account.AFVD46OSODYE7XUDHES4VUTTURKA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on April 18, 2016",5.0,5.0 out of 5 stars,"These are absolutely adorable!!! Love them!!! Have two sets of snaps so there are 4 levels of adjustment. I bought a different brand and it felt like I was throwing money down the drain. I bought a different set of Copper Pearl bibs to replace them and have been so happy. I would buy this exact set again, it's my favorite! Love the patterns, super stylish. The other brand kept flying up in my baby's face. Apart from the fact it was annoying, I was worried about her being able to breathe properly. This brand stays down no problems. They fit is great, although it does sometimes turn a little one side or the other but my baby is a wiggler! The bandanas are cute and stylish while keeping urp off of her clothes. Great product!!!",Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_90?ie=UTF8&pageNumber=90,N/A,1,0,B010J7ZW88
Ksenia Pryme,/gp/profile/amzn1.account.AHLQCTEGJW536K3JNTD7MK6MMA6Q/ref=cm_cr_arp_d_pdp?ie=UTF8,"on May 21, 2016",5.0,5.0 out of 5 stars,"Love the design, arrived on time, and very soft and absorbent, too!",Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_90?ie=UTF8&pageNumber=90,N/A,1,0,B010J7ZW88
shoelovey,/gp/profile/amzn1.account.AEM2EHSFTPFWKMEOUMPFREHCMMVQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on October 6, 2015",5.0,5.0 out of 5 stars,Love! Very good looking and absorbant. Get lots of compliments on bibs. Nice for dressing up a boring onsies.,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_90?ie=UTF8&pageNumber=90,N/A,1,0,B010J7ZW88
Amazon Customer,/gp/profile/amzn1.account.AHHFE4PCG7VQYUNEN2V3WPNOWH7A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on May 25, 2016",5.0,5.0 out of 5 stars,"Nice packaging, arrived quickly, super cut patterns and product.",Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_90?ie=UTF8&pageNumber=90,N/A,1,0,B010J7ZW88
Despins,/gp/profile/amzn1.account.AHVXENSCTESNXSPVASCYS2DS2YYA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on February 26, 2016",4.0,4.0 out of 5 stars,These are a perfectly stylish way to catch all my daughter's baby drool. Love them!,Love them!,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_90?ie=UTF8&pageNumber=90,N/A,1,0,B010J7ZW88
Amazon Customer,/gp/profile/amzn1.account.AHPAY65QE6EXXTPFYDIPEJULTOLQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on February 24, 2016",5.0,5.0 out of 5 stars,Awesome!,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_90?ie=UTF8&pageNumber=90,N/A,1,0,B010J7ZW88
Dale Singer,/gp/profile/amzn1.account.AGDSPL3VWKYU35AD3WZJSCEBK7NA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on May 3, 2016",5.0,5.0 out of 5 stars,"Do the job they were designed for, nice and soft and very cute as well.",nice and soft and very cute as well,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_90?ie=UTF8&pageNumber=90,N/A,1,0,B010J7ZW88
Dani_yelle,/gp/profile/amzn1.account.AGISRSBKNTXHKEJLP46QSM6HLCXQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on January 9, 2016",5.0,5.0 out of 5 stars,They're so adorable and fit really well. Very happy!,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_93?ie=UTF8&pageNumber=93,N/A,1,0,B010J7ZW88
jamiev21,/gp/profile/amzn1.account.AGVCSJ27HYZ4TXNME4CUKP33DQCQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on November 10, 2015",5.0,5.0 out of 5 stars,"These drool bibs are beautiful and stylish, and they work well!  They would make a great gift.",Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_93?ie=UTF8&pageNumber=93,N/A,1,0,B010J7ZW88
Amazon Customer,/gp/profile/amzn1.account.AHKXGARP6THQBE6ETZTSR2ADT4OA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on April 9, 2016",5.0,5.0 out of 5 stars,Love this brand their bibs are adorable and great quality!,Great product!,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_93?ie=UTF8&pageNumber=93,N/A,1,0,B010J7ZW88
tiffanyd,/gp/profile/amzn1.account.AHMNNQQV5RUQKON4XHJFAWFC7ENQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on November 19, 2015",5.0,5.0 out of 5 stars,"Cute, stylish, and well made!",Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_93?ie=UTF8&pageNumber=93,N/A,1,0,B010J7ZW88
Lyndsey Hendrix,/gp/profile/amzn1.account.AGUC5G7K7U33WGPSKKFAGELRAUKA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on November 5, 2015",5.0,5.0 out of 5 stars,I love these! They're so cute but also so practical! They save me from constantly changing onesies from my baby's drooling!,So cute and practical!,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_93?ie=UTF8&pageNumber=93,N/A,1,0,B010J7ZW88
Mel,/gp/profile/amzn1.account.AEZSAMY2PSZW5BS55UHGOPD35WBQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on December 5, 2016",5.0,5.0 out of 5 stars,GREAT QUALITY,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_93?ie=UTF8&pageNumber=93,N/A,1,0,B010J7ZW88
Victoria Ellis,/gp/profile/amzn1.account.AGX5GY4ENPNV4QTJAO6WO2F4KJNA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on March 12, 2016",5.0,5.0 out of 5 stars,"These bibs are precious and so soft! Very, very happy with my purchase.",Great product,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_93?ie=UTF8&pageNumber=93,N/A,1,0,B010J7ZW88
Juanita Melendez,/gp/profile/amzn1.account.AFZJH6RJQJNSP3L5YYIUM2RATGLA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on February 5, 2016",5.0,5.0 out of 5 stars,Adorable and good quality,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_93?ie=UTF8&pageNumber=93,N/A,1,0,B010J7ZW88
Morgan,/gp/profile/amzn1.account.AG6W64ZSHORIMFEVCTPHUV7Q3BVA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on March 1, 2016",5.0,5.0 out of 5 stars,Love these bibs! Functional and cute!,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_93?ie=UTF8&pageNumber=93,N/A,1,0,B010J7ZW88
Lindsey Subirats,/gp/profile/amzn1.account.AEVXMYL4RXVXLJITJUQSZWWVCV6A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on June 9, 2016",5.0,5.0 out of 5 stars,Super soft fabric in cute prints and at a great price!,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_93?ie=UTF8&pageNumber=93,N/A,1,0,B010J7ZW88
Emily,/gp/profile/amzn1.account.AFG7QFIP22YIO27BIV5AOUQFL2CQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on January 25, 2016",5.0,5.0 out of 5 stars,These bibs are so cute and soft! They work perfect for drooly babies! I love them!,They work perfect for drooly babies,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_92?ie=UTF8&pageNumber=92,N/A,1,0,B010J7ZW88
Amazon Customer,/gp/profile/amzn1.account.AGP23NLNS5Q4NGWJBDM4LKKD7FFQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on November 22, 2015",5.0,5.0 out of 5 stars,They are so soft and absorbing. I bought them for drool and love them. I like the cute patterns,Love them,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_92?ie=UTF8&pageNumber=92,N/A,1,0,B010J7ZW88
Dana Donovan,/gp/profile/amzn1.account.AH4KM5J7JT6MPQX35HYDTVFNLGZQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on February 8, 2016",5.0,5.0 out of 5 stars,"Love these bibs, super cute and comfortable!",Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_92?ie=UTF8&pageNumber=92,N/A,1,0,B010J7ZW88
Anna  Hurley,/gp/profile/amzn1.account.AHEZWIIGIARXDKPBTWXZ3GAUY3FQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on April 28, 2016",5.0,5.0 out of 5 stars,"sweet, soft and stylish!",Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_92?ie=UTF8&pageNumber=92,N/A,1,0,B010J7ZW88
marisa olsen,/gp/profile/amzn1.account.AFOPIDCHCNJVPI3SIUHYSLNHZPNA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on October 30, 2016",5.0,5.0 out of 5 stars,"So cute, loves",Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_92?ie=UTF8&pageNumber=92,N/A,1,0,B010J7ZW88
April Radford,/gp/profile/amzn1.account.AEF5C5IFOP37TBGC4XTNASZIV4MQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on March 1, 2016",5.0,5.0 out of 5 stars,Love this product!,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_92?ie=UTF8&pageNumber=92,N/A,1,0,B010J7ZW88
kellybh,/gp/profile/amzn1.account.AFDMILSXO7A3SWIQHV7533FLA2IA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on May 27, 2016",5.0,5.0 out of 5 stars,"cute and good quality. soft fabric, love these",Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_92?ie=UTF8&pageNumber=92,N/A,1,0,B010J7ZW88
sluther108,/gp/profile/amzn1.account.AGN6KX2I2WI325SIXMB22RQO3D6A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on March 27, 2016",5.0,5.0 out of 5 stars,Bought them for my granddaughter because my daughter has them too.  Absolutely love them best invention ever!!!!,Absolutely love them best invention ever,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_92?ie=UTF8&pageNumber=92,N/A,1,0,B010J7ZW88
Laura,/gp/profile/amzn1.account.AFFJBFDIHXOACRI7UUJPSJOKBTSQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on February 18, 2016",5.0,5.0 out of 5 stars,Good quality and great colors,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_92?ie=UTF8&pageNumber=92,N/A,1,0,B010J7ZW88
Amazon Customer,/gp/profile/amzn1.account.AEBQMQJJVWA4GQEV3LR6FFDEOSBQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on May 13, 2016",5.0,5.0 out of 5 stars,Super cute and soft.,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_92?ie=UTF8&pageNumber=92,N/A,1,0,B010J7ZW88
JMZ,/gp/profile/amzn1.account.AFH7EYNOBGQARY4TUIDDOMJLM5YQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on January 17, 2016",5.0,5.0 out of 5 stars,I got these as a gift and I LOVE them! They are more like a fashion assessory than a bib. They stay super soft after multiple washes aynd will grow with baby because of the multiple snaps. You won't regret getting them for your baby or as a gift!!,Best bibs,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_114?ie=UTF8&pageNumber=114,N/A,0,0,B010J7ZW88
Lindsey R.,/gp/profile/amzn1.account.AFGWAIBAW7RQWJU25ZXYEVYYBB3Q/ref=cm_cr_arp_d_pdp?ie=UTF8,"on March 3, 2016",5.0,5.0 out of 5 stars,Darling bibs! I discovered these with my third baby and my only regret is not finding them sooner. They're the perfect size and they look so much cuter than putting a big bib on a little baby. I got this pattern for two of my friends having little girls - they're darling! They're also absorbent and dry quickly.,LOVE these Baby Bandana Bibs!,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_114?ie=UTF8&pageNumber=114,N/A,0,0,B010J7ZW88
Amy,/gp/profile/amzn1.account.AGNLFJRUWWKVIC7EL3JXMGGM67JA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on January 16, 2017",5.0,5.0 out of 5 stars,"Excellent material, I was over joyed with these, so stylish! Loved!!!",love!!!,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_114?ie=UTF8&pageNumber=114,N/A,0,0,B010J7ZW88
Jessica Davis,/gp/profile/amzn1.account.AGPOSQ3DICYDFIZWHH74VU3PU3LA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on December 28, 2015",5.0,5.0 out of 5 stars,"I bought these for my teething 4 month old and they are so perfect that I may never buy another bib elsewhere. Incredibly soft, no velcro to scratch my girl, and so much prettier than regular bibs!",Awesome!,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_114?ie=UTF8&pageNumber=114,N/A,0,0,B010J7ZW88
W Crawford,/gp/profile/amzn1.account.AG6FWOOWVCWFHO6J2Z4IZ6OJGWQA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on February 24, 2016",5.0,5.0 out of 5 stars,"Bought these for a shower gift for a friend's 2nd baby. I originally thought about trying to make them myself. But upon receiving them, realized the quality is FAR superior to anything I could have made! The fabric is SO cute. As a second time mom, I know my friend will appreciate these (spoiler alert, babies drool A LOT!)",So happy with this gift purchase!,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_114?ie=UTF8&pageNumber=114,N/A,0,0,B010J7ZW88
Margarita M. Roddy,/gp/profile/amzn1.account.AECE3CTGBVFEJV2MW2IILRE7HHSA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on November 28, 2015",5.0,5.0 out of 5 stars,This was purchased on a gift registry. The mother to be was extremely pleased by the colors and functionality of this product. Very cute.,Gift Registry,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_114?ie=UTF8&pageNumber=114,N/A,0,0,B010J7ZW88
Missy,/gp/profile/amzn1.account.AGQPUSP5YF5YMAG2R7ALVTOYIM4Q/ref=cm_cr_arp_d_pdp?ie=UTF8,"on April 16, 2016",5.0,5.0 out of 5 stars,I bought this as part of a gift for a baby shower. They were perfect! They are so soft and high quality. I will definitely buy this product and many others from this company again.,Best Decision,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_114?ie=UTF8&pageNumber=114,N/A,0,0,B010J7ZW88
Shae Doty,/gp/profile/amzn1.account.AFFVTDQLMW3P45HDQPWSQJDM2BQQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on June 15, 2017",2.0,2.0 out of 5 stars,okay product. the thing i have an issue with is the clip holes do not hold well enough. my baby boy can easily take off and throw the bib which i am very disappointed about. the latch needs to be larger.,my baby boy can easily take off and throw the bib,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_114?ie=UTF8&pageNumber=114,N/A,0,0,B010J7ZW88
zlb,/gp/profile/amzn1.account.AE46WNEHE4OMVWIQOKFE7OVJKQEQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on November 12, 2015",5.0,5.0 out of 5 stars,Intiailly purchased for newborn but it even sops up the mess our 2 year old makes.  Fit is pretty good and they are soft.  Looks well made too.,Great baby bib,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B010J7ZW88/ref=cm_cr_dp_d_show_all_btm_114?ie=UTF8&pageNumber=114,N/A,0,0,B010J7ZW88
